,nr. sessions,nr. rest days,total kms,max km one day,total km Z3-Z4-Z5-T1-T2,"nr. tough sessions (effort in Z5, T1 or T2)",nr. days with interval session,total km Z3-4,max km Z3-4 one day,total km Z5-T1-T2,max km Z5-T1-T2 one day,total hours alternative training,nr. strength trainings,avg exertion,min exertion,max exertion,avg training success,min training success,max training success,avg recovery,min recovery,max recovery,nr. sessions.1,nr. rest days.1,total kms.1,max km one day.1,total km Z3-Z4-Z5-T1-T2.1,"nr. tough sessions (effort in Z5, T1 or T2).1",nr. days with interval session.1,total km Z3-4.1,max km Z3-4 one day.1,total km Z5-T1-T2.1,max km Z5-T1-T2 one day.1,total hours alternative training.1,nr. strength trainings.1,avg exertion.1,min exertion.1,max exertion.1,avg training success.1,min training success.1,max training success.1,avg recovery.1,min recovery.1,max recovery.1,nr. sessions.2,nr. rest days.2,total kms.2,max km one day.2,total km Z3-Z4-Z5-T1-T2.2,"nr. tough sessions (effort in Z5, T1 or T2).2",nr. days with interval session.2,total km Z3-4.2,max km Z3-4 one day.2,total km Z5-T1-T2.2,max km Z5-T1-T2 one day.2,total hours alternative training.2,nr. strength trainings.2,avg exertion.2,min exertion.2,max exertion.2,avg training success.2,min training success.2,max training success.2,avg recovery.2,min recovery.2,max recovery.2,Athlete ID,injury,rel total kms week 0_1,rel total kms week 0_2,rel total kms week 1_2,Date
max km Z5-T1-T2 one day,0.35183201442868856,-0.35326689578692244,0.4845386708319905,0.4325216147561306,0.6030365442871635,0.6825431592565943,0.5138549413135036,0.01852903933862718,0.09575656306798669,0.9261613198569517,1.0,-0.13422935652645138,0.08005535718387458,0.1297069486060774,0.06620598024019082,0.14663486791603791,0.054381163935706855,0.02753762909145294,0.0593396253983214,0.10586639643038818,0.0795194551926856,0.11433349618804309,0.3248361755103378,-0.3198159359492794,0.43879835334827993,0.36714248031559427,0.4127283952994201,0.4384866388929364,0.3971833523378231,0.127881027120381,0.1756275973226178,0.5021987758723196,0.5067317548543899,-0.11261704951377252,0.06853201489942741,0.0977189736634279,0.055099553184883805,0.10902387347605468,0.04972241988402089,0.032570249993491306,0.05094604478257768,0.10526354533547816,0.08730522089977519,0.10394079035205875,0.2945356155898233,-0.28589383583290157,0.4066017635769686,0.34424714629907505,0.3903413705422924,0.3906930274278464,0.36277653859956804,0.12518476010902668,0.16409400998543588,0.47766399942428667,0.4914213181839899,-0.10420479978950903,0.047499675277687434,0.08915688850545594,0.060173369808492916,0.0999770395349274,0.045609993960744444,0.035084206145222424,0.04389432281023293,0.09954382355196073,0.08842963066850207,0.09510824032277157,-0.06689009092150985,0.020815386517297658,-0.046866928646581034,-0.03899006195814779,-0.023508757625788232,-0.007695759754768068
total hours alternative training,0.2378803166256717,-0.17206626510172862,-0.20911460941624802,-0.16899621773408954,-0.16732883801114112,-0.17834436059821288,-0.21554030538978367,-0.08975389687520674,-0.09788560683798399,-0.1285378128213071,-0.13422935652645138,1.0,0.14103394761168186,0.10135957294184635,0.0844798208641785,0.08145205411920457,0.08258840337804906,0.09109482410823243,0.07607160098261267,0.0721869766479616,0.06559546662168127,0.05728960256648491,0.12539082124659862,-0.0814049663378125,-0.20013239412052253,-0.17464331590084364,-0.16861071293124938,-0.16419524720275214,-0.21032739467121978,-0.09541942430621066,-0.09770529622560382,-0.1257873017696073,-0.12994788991372078,0.6403357271728626,0.12793229782439694,0.07572440287374699,0.06810221885109678,0.055283526993336524,0.07319582302797653,0.08497533414202042,0.06571248067297392,0.05430238997434466,0.054934349449198845,0.0382598305498263,0.08438477617298086,-0.04993551312959271,-0.19086815847950947,-0.1662036865071819,-0.16137430826605356,-0.14890302662902574,-0.19755747035394625,-0.09641271718314257,-0.10255750159595599,-0.11580914641606453,-0.12101498825103296,0.4967009392629149,0.11218519982893058,0.058748845916430883,0.04521110919773448,0.046445319648808214,0.06388089284956519,0.0728016683992414,0.05843813821008063,0.043595037235296376,0.04542349687299825,0.029012515604857868,-0.033903950127204825,-0.0003622411911085562,0.01518434714265376,0.0159405274057472,0.0063419315375733,0.07978180382096703
nr. strength trainings,0.41389530461655805,-0.36074773370935886,0.0231776385633393,0.01396557764855318,0.07589995522939404,0.07361899355099566,0.07064955129560943,0.014848734338148907,0.015579182225436878,0.0962726774143946,0.08005535718387458,0.14103394761168186,1.0,0.2371018378792371,0.13427876471715947,0.2473268199132158,0.24557160242700676,0.1962222492339088,0.25460238325892165,0.13298926784221185,0.0568907150480098,0.1780304131609347,0.271457395663994,-0.24485902295909584,-0.020665395059421922,-0.018420935120346482,0.02481516541113472,0.028754666548259304,0.016090262200661162,-0.014012446640608673,-0.016054662934242805,0.05420495456171138,0.04474606895222802,0.13709370972248783,0.6377424329369705,0.2110529866767511,0.12092506638113386,0.22483761551690795,0.23483154053020544,0.19816507814368844,0.23823084666235195,0.11780721486323939,0.059628749126264216,0.14727729193151917,0.2139242422975573,-0.19288276666359197,-0.04902692374917076,-0.03993228013511568,-0.004433536837225248,-0.007565197649640236,-0.025353169869446975,-0.0251081065033298,-0.025849825489846698,0.019927516237177065,0.009573230454208945,0.1352710591515529,0.5726240739413407,0.18984860545316937,0.11499022779475677,0.2009997697263249,0.22038961581355415,0.18516440540916834,0.2230796141690378,0.10791451792221914,0.05620904091253257,0.13334268054404122,0.07180515394727995,0.028733763133393486,-0.03191816615563744,-0.00906125950976278,-0.011190870292307864,0.094539129883979
avg exertion,0.2558124354600193,-0.30251976141489456,0.05679937689155249,0.092638728884412,0.10773027488564418,0.16885561456640127,0.15855266860965148,0.043845019860407786,0.054205829869127406,0.12139485670996401,0.1297069486060774,0.10135957294184635,0.2371018378792371,1.0,0.795102779369058,0.9177394128679229,0.7015208996644444,0.5807266161496355,0.7333169291356084,0.7367539462914002,0.5734143652599116,0.7399884685360186,0.22229216268722432,-0.2745301478825408,0.03247396849001854,0.06434855328025595,0.06232423889593373,0.12387903192616577,0.10537529077570099,0.018173657731858018,0.02908027078947565,0.0870093910387704,0.10213924796207281,0.08707224241049545,0.21411097762748849,0.8574250465001814,0.6494073480418424,0.811845972870235,0.6788021259783991,0.5706900310024381,0.7037847515181058,0.6669579178090195,0.5066862028557529,0.6808059919062323,0.1914169018694215,-0.24002385352523112,0.013690620097195193,0.04446399737652028,0.04827830586081364,0.10658759078825794,0.08903358117611951,0.014704022003777894,0.027114172973678956,0.0724437630105726,0.08666848068665717,0.08176141035542812,0.20415955379030498,0.8307253613959636,0.6319075390216499,0.7842167721310951,0.6591107592468495,0.5549899525149581,0.6828733419590688,0.6491172940100992,0.4929578382349169,0.6591670714151134,0.3495786427166323,0.04877122306772159,-0.015260263348440828,-0.019527155368429513,-0.010063666486658067,0.6002869358151409
min exertion,0.11510400959498844,-0.13744291815110282,-0.0011117946226339873,0.03319896781332487,0.047472850419409865,0.08009592914740508,0.08661176549903861,0.015837450420443003,0.020357197791386672,0.06073820794695803,0.06620598024019082,0.0844798208641785,0.13427876471715947,0.795102779369058,1.0,0.5622388700445137,0.42677506977250435,0.42171835410421216,0.4203205527527226,0.6374509951203909,0.6424023666608826,0.5244029829577944,0.12015163273073279,-0.16176526988859752,-0.013741180486539814,0.012548902490735417,0.02079178460927214,0.07465079654219231,0.06086826951163123,-0.009894186170622815,-0.005498480938629625,0.053643746619502476,0.060859134557799066,0.06853869927100964,0.11762753135630591,0.649486653378817,0.6595371311672147,0.514811149919735,0.4055185986727884,0.37513732503830743,0.4073833714115491,0.556728437586047,0.5235403735181585,0.48063179560011277,0.10132755603364496,-0.14403397477285185,-0.026786094205817724,-0.0003725964358006045,0.004834536765704443,0.0667194664552963,0.05091848633653467,-0.018697093324427528,-0.012172640962995742,0.041090455038816365,0.04828104063011696,0.05900434050605875,0.11062297346909945,0.6305823530124799,0.6348384971544438,0.5004558407092903,0.3931903668937075,0.3655348447427793,0.394906641086443,0.5400311890085527,0.505974644401144,0.4655597524825181,0.2288125585566274,0.025109396052323107,-0.007434000906118464,-0.015522833054569708,-0.006806754258767198,0.4107142325130871
max exertion,0.30945371417273754,-0.3692690810480677,0.11309969274843237,0.14015545051918554,0.13541062578645735,0.18254220507935753,0.17573033936698138,0.06976333097731124,0.08439576033128764,0.13354808951370167,0.14663486791603791,0.08145205411920457,0.2473268199132158,0.9177394128679229,0.5622388700445137,1.0,0.7769338863668754,0.6073298044413706,0.8242008241974269,0.6679346908448678,0.4427886928904185,0.7445807568320235,0.25937031202366706,-0.31074756814037924,0.08805002408247574,0.11407098430559326,0.0966995073750936,0.13559847483252385,0.129472367758855,0.05167353936112634,0.06292983904270756,0.10052881035131532,0.11656513891720006,0.06766464460332912,0.23001747389572633,0.8142607638578226,0.5158315763361072,0.8496780716245518,0.7548261018184963,0.6173674941126418,0.7877074614579899,0.6172701990056236,0.41187725048689805,0.6849066294950777,0.2287392281905097,-0.2722425867410979,0.07093621073785034,0.09502459287672001,0.08833371190745097,0.11652576466714426,0.11186036434988869,0.052483711768709584,0.06495972132187525,0.09113989784703422,0.10710862982627871,0.06787073961699544,0.21823244601588135,0.788268389804147,0.5025387183874304,0.8195600687180474,0.7349892964020649,0.6013358048791914,0.7663595994659296,0.5986044515883139,0.39790161717863864,0.6617432125338754,0.385984360386686,0.05156456014472429,-0.017573650908918124,-0.02138578063424781,-0.012903151659141654,0.6341149266466319
avg training success,0.23500268787303838,-0.2797828705595625,0.08254383054650226,0.12207394036721136,0.07194391394183113,0.017086783758260112,0.04065252788965687,0.08221920613543313,0.08716856833228623,0.038984059886604694,0.054381163935706855,0.08258840337804906,0.24557160242700676,0.7015208996644444,0.42677506977250435,0.7769338863668754,1.0,0.9173092975736014,0.9807113330593366,0.47599385908025305,0.28530563580813056,0.5718462095421665,0.19709099832290575,-0.2345192067450573,0.0629658483001192,0.09908831111322403,0.056629450011561354,0.0033576112713590562,0.020145454359244492,0.06967035938886472,0.07545356192412632,0.034180180931019835,0.05072710645552711,0.07074785377401355,0.23268444317104264,0.6701630882499897,0.398750643310896,0.7445283111813336,0.9330704383485651,0.8280435837974046,0.9287970673147191,0.4557885536346382,0.2586476473616721,0.5561934542750822,0.1683496505666043,-0.2022844842286045,0.049140982798010706,0.08269771640109864,0.04666241372653309,-0.008847086221357308,0.008718193205763346,0.06826734352094278,0.07372261110096358,0.023722137729671394,0.0380819740926718,0.06855564916107285,0.21654244348918017,0.6518487992925797,0.38857119316782035,0.7228438799268968,0.9096227769989392,0.8051717505456367,0.9054653181705195,0.44247696000375913,0.24963450888914265,0.5407015007913148,0.45524388297130175,0.035394842864868395,-0.005731453938385507,-0.014934588879889429,-0.009188112020540816,0.7071083262135262
min training success,0.17320613459149808,-0.19758568078472094,0.03909862654498531,0.07451882673966335,0.03442860266250223,-0.020741264667802812,-0.006792861042399974,0.055258811113076095,0.05924162433937382,0.014673352695029597,0.02753762909145294,0.09109482410823243,0.1962222492339088,0.5807266161496355,0.42171835410421216,0.6073298044413706,0.9173092975736014,1.0,0.843379734982419,0.3677848357180753,0.2794999367319068,0.39650714472453424,0.1503138845514892,-0.17563150247753545,0.026884756845192016,0.054800057375129364,0.025263001619515623,-0.0227920602792114,-0.01684078743888684,0.04296283746533305,0.049129368355127885,0.018651129759642622,0.030040638623932015,0.07520265336471949,0.18971073880912645,0.559359330279405,0.3704011537086277,0.6014846757402832,0.8226672756666358,0.7699855065864036,0.7979057470698402,0.3640018863717812,0.2317292694509201,0.4234579659432262,0.12230080615860396,-0.1490566389325383,0.013132565392356594,0.0387042296459247,0.01649923755694099,-0.03035282023129996,-0.02364645204145058,0.04138648156662278,0.0422926895647889,0.00933088395781699,0.02004995514389133,0.06714617915274083,0.17187759289259194,0.5457761932238904,0.3605405331537896,0.5865711378529693,0.7993344492218815,0.7439444322614485,0.7761529012032333,0.3549882448272977,0.2233409314824258,0.4174328344638328,0.3875629369040876,0.02326714128578199,-0.0009071389453847387,-0.007611719128909367,-0.005619093436893777,0.6089417159087702
max training success,0.24759436170925364,-0.2994746951991819,0.09097386426390308,0.13353727497135146,0.07858505195926573,0.02979215514966626,0.05504929095110775,0.08593577939671242,0.09165699005751317,0.04351967174220842,0.0593396253983214,0.07607160098261267,0.25460238325892165,0.7333169291356084,0.4203205527527226,0.8242008241974269,0.9807113330593366,0.843379734982419,1.0,0.5252888569593357,0.2936826373602771,0.6408969243178443,0.20550519961145283,-0.24735469177731906,0.06941598083670647,0.10915310638575972,0.061480685423373024,0.012513568614123931,0.03158573825532118,0.0737410920774393,0.07955633532142084,0.03543420641843256,0.05251980324370321,0.06660521836119572,0.23873048818379172,0.6976366543879983,0.40167830305456703,0.7799020437475825,0.9304449957902255,0.8042899112722866,0.9413687589736511,0.4966017240447181,0.27640998253109883,0.6066723128115946,0.17703765303174837,-0.21384568431166417,0.05540083553011059,0.09295873671549292,0.05136053838582834,-0.0019560364212060193,0.017550683140081787,0.072091693717769,0.08053744205892821,0.0251170607967383,0.04024414557715658,0.06794894351435664,0.22413231600629024,0.6779540318870584,0.3905364336135689,0.7565149329464804,0.9079908432577095,0.7839654652553628,0.9177096388942015,0.4807802689727216,0.2674402548472018,0.5863332230591974,0.46668050056538163,0.038485364251891335,-0.006743769288324929,-0.014765510415783833,-0.00766635205979952,0.7251085436798481
avg recovery,0.23050055370823486,-0.29327700011476177,0.09297800112221927,0.12757453795155332,0.07731943293904392,0.1266528590079678,0.11827643853225997,0.029849010862210167,0.04862104786569051,0.09435581251306618,0.10586639643038818,0.0721869766479616,0.13298926784221185,0.7367539462914002,0.6374509951203909,0.6679346908448678,0.47599385908025305,0.3677848357180753,0.5252888569593357,1.0,0.878519009659165,0.9056296077194707,0.20625439961927688,-0.25972055397616983,0.07658458607510917,0.10383123274840779,0.0683051948180693,0.1207374364182882,0.1050298707082959,0.021343035272655502,0.03917385850132223,0.09480804074283518,0.10642533148334064,0.06668938972288438,0.11930432720268148,0.6730399470278174,0.5599413795504845,0.6193093800465316,0.46346220049777354,0.3755105910664652,0.5004406060434067,0.829129530706787,0.7355151339993551,0.7439803427736171,0.179801984501877,-0.2272385351140735,0.059606159374894316,0.08414598286635576,0.051286700211156125,0.10492155890247028,0.08157701673286774,0.008805738577979389,0.03057114257523939,0.0867111575727073,0.09660303763535111,0.06475345203250876,0.11255739251728189,0.6445798325846895,0.5333877141300483,0.5925108687483782,0.44606994902411345,0.36306873886038826,0.47950857488392623,0.7961916303649227,0.707661922902824,0.7119212485225205,0.2984690771224907,0.03364031152308816,-0.00971951580704049,-0.01249596360205791,-0.010414746819151626,0.5094749477314067
min recovery,0.14465365982654801,-0.1887923529904533,0.04217321398850619,0.06673639799349569,0.03475687830964905,0.09736352822759017,0.07766207311220064,-0.0072196585238632725,0.012145243796561865,0.07132625068912324,0.0795194551926856,0.06559546662168127,0.0568907150480098,0.5734143652599116,0.6424023666608826,0.4427886928904185,0.28530563580813056,0.2794999367319068,0.2936826373602771,0.878519009659165,1.0,0.6486638612387838,0.14694623805850035,-0.18980620011164456,0.03877442672521275,0.053774033596505275,0.037238871656738066,0.10618555047672547,0.0796831294683746,-0.012567426013722823,0.003916160382405008,0.08437364092872865,0.09026262804254374,0.06485290896522157,0.060730760949707245,0.5147069515055733,0.5313642571255323,0.4125202138589505,0.26286217432771963,0.23573633349278433,0.2786567688678214,0.7402206443342073,0.761427457199587,0.5758346287257082,0.127152253509442,-0.16614320928544585,0.022857165219364727,0.036142909739271145,0.019617076926653598,0.09626167048472084,0.061024309192498405,-0.025445952821624967,-0.006181124417562533,0.07489189198990288,0.07922133054850519,0.05947303862581328,0.05710758706218473,0.4924595729796569,0.5070786950378321,0.3942405307918696,0.24966791917994058,0.22631166513374787,0.26281294271659417,0.7065100951792129,0.7270898147173104,0.5480323935748009,0.2174403933254607,0.015897607014952273,-0.002793369695619199,-0.004865406239411416,-0.004918495647047499,0.35889680339380964
max recovery,0.26854170815300143,-0.33890787729368976,0.12754146906659392,0.1598211659202038,0.1117408303116293,0.13036156567187293,0.14046603685875453,0.06542944749739497,0.07783737178772358,0.10273057960944457,0.11433349618804309,0.05728960256648491,0.1780304131609347,0.7399884685360186,0.5244029829577944,0.7445807568320235,0.5718462095421665,0.39650714472453424,0.6408969243178443,0.9056296077194707,0.6486638612387838,1.0,0.22565736836819364,-0.27951533768921216,0.09943126703528392,0.1316709847020981,0.09321350203214689,0.11252840920611791,0.116095670414076,0.05475110308473801,0.06866911865789702,0.09130867574293329,0.1057087731095772,0.052415315922426146,0.15705356789735375,0.6821873429719062,0.4783566162142455,0.6857693498939283,0.5664750059478103,0.4417583010962616,0.6120951561188764,0.7395823971582114,0.5671424668637504,0.7467643370930345,0.199298050634577,-0.24654068669836193,0.08507171374966827,0.1138472500470272,0.07712822624937346,0.09565952546469209,0.09247029201452689,0.042831347613199296,0.06102527613958934,0.08500593373131402,0.09742654699470055,0.05213824908742182,0.14712333665189065,0.6536884396330118,0.4537042418966718,0.6564223598877247,0.5478396225566127,0.42802938674411156,0.5902831114521575,0.7133861787306636,0.5487556620646495,0.7182750124589166,0.33034931616003094,0.043162603944844634,-0.013903800765251101,-0.01865837881670493,-0.014412418225103602,0.5559673417568453
nr. sessions.1,0.6763931806665779,-0.6250040689923371,0.5134865807102614,0.46092129671417875,0.40947722181039053,0.3064915648378591,0.41308110967557815,0.2537000682834995,0.26804579269974266,0.31458885635574435,0.3248361755103378,0.12539082124659862,0.271457395663994,0.22229216268722432,0.12015163273073279,0.25937031202366706,0.19709099832290575,0.1503138845514892,0.20550519961145283,0.20625439961927688,0.14694623805850035,0.22565736836819364,1.0,-0.9063926902193167,0.6578124741335826,0.5328212350563039,0.495873332652386,0.3449662497418539,0.5089511350941914,0.3296865781893427,0.32320563507152555,0.35901899411445476,0.359765843967313,0.2365453787940686,0.40971672488252014,0.25496725460423253,0.11450236191031408,0.3078308878889675,0.2300990605096997,0.16997569500827808,0.2418029672639683,0.22692193822433313,0.14160442216942168,0.26488022945874723,0.677620483595783,-0.6280205654749987,0.4912409227836714,0.4246603587358755,0.36796353756376604,0.24623493385446102,0.36164844261840595,0.245025965249883,0.2550654877770111,0.27560174328900333,0.29328414651575413,0.13791577528333113,0.2788706274025631,0.20175151340079756,0.10854280801972087,0.23448667101122142,0.19890529285860473,0.16296758371257317,0.2016270080013416,0.19340255180714655,0.14052436759023043,0.20677906795868084,-0.02651111827754227,0.02280618160084043,-0.17541941308030154,-0.08829728187121634,-0.029533191084572554,0.06463614957650457
nr. rest days.1,-0.6279835814829402,0.6658468454839171,-0.4748793190221915,-0.43908297214848574,-0.3988999347308821,-0.32849070008857484,-0.4380795372885194,-0.24221389487075473,-0.2613463376866627,-0.30884482252867607,-0.3198159359492794,-0.0814049663378125,-0.24485902295909584,-0.2745301478825408,-0.16176526988859752,-0.31074756814037924,-0.2345192067450573,-0.17563150247753545,-0.24735469177731906,-0.25972055397616983,-0.18980620011164456,-0.27951533768921216,-0.9063926902193167,1.0,-0.6028483200321963,-0.4937664792619223,-0.48079598812158747,-0.3761092874550811,-0.5389784132790751,-0.3115109486406378,-0.3137617776560678,-0.35364313418990573,-0.3596180480569725,-0.17264920622443433,-0.3585982939474178,-0.30211245281541155,-0.13682371631865373,-0.36851264968903374,-0.27596210851443903,-0.195630903374528,-0.29489671886017155,-0.29101390177232367,-0.1859566709593301,-0.3368954120350266,-0.6249018923570019,0.6658418941978316,-0.45065658837741074,-0.40169990760633445,-0.3550742369278771,-0.2748942385189357,-0.38737338837759133,-0.22793995868079064,-0.24283482262453923,-0.2707481821939049,-0.2870444436411282,-0.08298237729172434,-0.24715578793797577,-0.25513701305156394,-0.15077483155785235,-0.28738429921728237,-0.2377149609588948,-0.19245660890577837,-0.24322242549468218,-0.25001169822512365,-0.1881150503790106,-0.2626685901917294,0.0003269894649492199,-0.025024651323796016,0.20315044932066836,0.10393443236215989,0.03343212409527062,-0.09720207720484829
total kms.1,0.48795719186052616,-0.45009031568968677,0.8118897867874423,0.7391963005662764,0.6000873206503656,0.31639869047383423,0.49983142041818335,0.4281087022061971,0.44225616307474797,0.4082926531974939,0.43879835334827993,-0.20013239412052253,-0.020665395059421922,0.03247396849001854,-0.013741180486539814,0.08805002408247574,0.0629658483001192,0.026884756845192016,0.06941598083670647,0.07658458607510917,0.03877442672521275,0.09943126703528392,0.6578124741335826,-0.6028483200321963,1.0,0.8699921467794884,0.7305050243614396,0.3488174911176623,0.6099824986324333,0.5471876224691303,0.5386275650818659,0.4641570623148803,0.4923577062672413,-0.21382157192711296,0.023299359481687515,0.05436937931083756,-0.003232340560310403,0.11178112519473687,0.07969815164849732,0.03664557279687815,0.08803076468810916,0.09055448672150672,0.040106987902506996,0.12503013728025383,0.511923022755254,-0.470813325255516,0.8127673655044422,0.7171432181264901,0.5822840152069667,0.282278565710683,0.48526599406827947,0.43363712709440044,0.4380479320007364,0.3892999664807052,0.4272308483328219,-0.18688316207992015,-0.006558722172250656,0.02190691269843513,-0.020040500990946692,0.07577234225900359,0.06623569093920886,0.03332994180246972,0.07015633996132817,0.07613552115317149,0.037122073489406666,0.09974514768193343,-0.07314409507461647,0.006128075745380201,-0.1362252587442403,-0.07533533051392281,-0.010169598198590622,-0.03169175937334027
max km one day.1,0.426449420981024,-0.4064057906355721,0.7225249073348097,0.740157416275353,0.5245977019205367,0.260148889115707,0.4363113383942678,0.3800555832275919,0.39049890397441095,0.3387509222934479,0.36714248031559427,-0.17464331590084364,-0.018420935120346482,0.06434855328025595,0.012548902490735417,0.11407098430559326,0.09908831111322403,0.054800057375129364,0.10915310638575972,0.10383123274840779,0.053774033596505275,0.1316709847020981,0.5328212350563039,-0.4937664792619223,0.8699921467794884,1.0,0.6562724191155133,0.27394080921874137,0.5022403238600702,0.49329957244854583,0.5195791098537629,0.3865333691735503,0.4269416824606975,-0.17618478249444994,0.016347257849686835,0.08963857851319007,0.030217542364384686,0.1394941881046796,0.122887880207098,0.07542659980179903,0.13423549454347933,0.12531641511865763,0.06413065752771148,0.15849141540572498,0.4582693359486126,-0.43446440432186456,0.7395079609515355,0.7385590660043706,0.5282931233037337,0.24809025788589728,0.43885619717684743,0.3902130148396132,0.3973408014350279,0.3377978307785292,0.3691600568991692,-0.15155466338679147,0.006493582921307783,0.05399928787357433,0.002443700726095953,0.10621470497788474,0.10481289844783459,0.060697290009588234,0.1142937711252313,0.10520951776110014,0.05095423090252247,0.13440112526159498,-0.037118849567023535,0.010498596368852352,-0.15687361796298815,-0.046083956462902205,0.02568805380542594,-0.013516251310761201
total km Z3-Z4-Z5-T1-T2.1,0.3667307065654199,-0.3567430478943097,0.5803027559869525,0.5260747534909154,0.571562237601459,0.30166299004177566,0.4726652247689561,0.3781561738377705,0.38943958504545445,0.3883481945476124,0.4127283952994201,-0.16861071293124938,0.02481516541113472,0.06232423889593373,0.02079178460927214,0.0966995073750936,0.056629450011561354,0.025263001619515623,0.061480685423373024,0.0683051948180693,0.037238871656738066,0.09321350203214689,0.495873332652386,-0.48079598812158747,0.7305050243614396,0.6562724191155133,1.0,0.4071674127889009,0.756585706032868,0.7409954650176146,0.7199667058335153,0.5818962371259049,0.5964458696730469,-0.17399774543434346,0.06987438207171665,0.10698438496677502,0.04747912655347763,0.13527117848779352,0.07092194174312237,0.035378360680155894,0.07737605616397138,0.0776711675556709,0.034285100706701814,0.11159042623643725,0.402017710951437,-0.3899997520581322,0.5966875143961782,0.5266383319562193,0.5713907089726098,0.27364612235906566,0.47717042501510887,0.4042135595721158,0.41247436076448124,0.37263884380386975,0.40594332886753054,-0.1442859549797895,0.03142956482284214,0.04986952989869824,0.011826978929014124,0.0826798138742736,0.0635827846636364,0.041579505357300366,0.06386603578449442,0.06402377553579207,0.03465388165576889,0.0846733870869861,-0.05553967647037307,0.01654586570819535,-0.10714199904966179,-0.07636154404266633,-0.013828315941310527,-0.003212816206216071
"nr. tough sessions (effort in Z5, T1 or T2).1",0.24265035980973637,-0.2733019620373123,0.2779201588260223,0.2429337089207944,0.2718557589003396,0.6016501994984107,0.43183464158031176,-0.043674740890263006,0.005471119893677439,0.4660906598988193,0.4384866388929364,-0.16419524720275214,0.028754666548259304,0.12387903192616577,0.07465079654219231,0.13559847483252385,0.0033576112713590562,-0.0227920602792114,0.012513568614123931,0.1207374364182882,0.10618555047672547,0.11252840920611791,0.3449662497418539,-0.3761092874550811,0.3488174911176623,0.27394080921874137,0.4071674127889009,1.0,0.6811235349585384,-0.1265338906224451,-0.05729085653347659,0.7994044241644694,0.7028981406032403,-0.18072716628613134,0.07151212531923754,0.17039903056295086,0.08134436456325148,0.18334889799966345,0.013152963240391653,-0.025067506243456522,0.026803608400052904,0.13110380874337593,0.09980619743538685,0.13636717389896516,0.3104066767593811,-0.33013096036264067,0.3200850525295918,0.26063023561893633,0.3060606544676455,0.6019942902247428,0.46930084857034665,-0.0028277456334349356,0.04702250182745651,0.48362531957682947,0.4674951321521189,-0.1598168045784547,0.07129867428550593,0.13099770450478868,0.07630344914997532,0.13765378159052855,0.010793456129918309,-0.011672200987741197,0.017691378499518854,0.12464553018081864,0.10869257884316778,0.12314439568447795,-0.06784919681274493,0.01819639013718689,-0.09051039530373353,-0.0914604023875511,-0.05946661172208846,-0.05688096727706178
nr. days with interval session.1,0.35937048801927274,-0.386920585330876,0.4791163197492121,0.43220603740745556,0.4765502267831531,0.4658435894729569,0.61784954251683,0.29066713291960755,0.30385948071533303,0.3857439667155236,0.3971833523378231,-0.21032739467121978,0.016090262200661162,0.10537529077570099,0.06086826951163123,0.129472367758855,0.020145454359244492,-0.01684078743888684,0.03158573825532118,0.1050298707082959,0.0796831294683746,0.116095670414076,0.5089511350941914,-0.5389784132790751,0.6099824986324333,0.5022403238600702,0.756585706032868,0.6811235349585384,1.0,0.5225952953639345,0.4824551837291769,0.5572811075365399,0.5314511817029227,-0.22252110957763627,0.06561760213626876,0.15671161260272176,0.08505371713689706,0.17423857813902968,0.036141124990401695,-0.011591123128382194,0.051200026394567576,0.11752561415429824,0.07555547050832453,0.1412245837709615,0.41069879917238616,-0.4337581061711491,0.5020204883768276,0.4371786233662366,0.4752993668058832,0.4350657719888327,0.6199493013367983,0.3168711795515512,0.3282029848478184,0.3717507577425829,0.39028118312212495,-0.19273950248316069,0.03790953306806702,0.09931472108269539,0.05869602717839689,0.11809044827050078,0.030944754334222044,0.005402736225854212,0.03638039242137281,0.10297635550641616,0.08073287836605643,0.11306019630340147,-0.03682161686970128,0.01935306855694927,-0.13350608900677832,-0.11772699421815294,-0.06255103956301983,-0.04248615165906583
total km Z3-4.1,0.24318261466391194,-0.22701660579180444,0.4305857765328129,0.3927310148333088,0.4034588410598029,-0.00891339667983518,0.31102237191043985,0.4624533495043043,0.4396566077119707,0.07563037585541903,0.127881027120381,-0.09541942430621066,-0.014012446640608673,0.018173657731858018,-0.009894186170622815,0.05167353936112634,0.06967035938886472,0.04296283746533305,0.0737410920774393,0.021343035272655502,-0.012567426013722823,0.05475110308473801,0.3296865781893427,-0.3115109486406378,0.5471876224691303,0.49329957244854583,0.7409954650176146,-0.1265338906224451,0.5225952953639345,1.0,0.9164319993717536,-0.054838473826501075,0.02322422653998537,-0.0969757850962705,0.00941092269208567,0.041516820829613915,0.015338889115308792,0.06777881353787188,0.08101364983101347,0.055469497479905164,0.08453482321021402,0.02756208074243445,-0.008560124481753452,0.061646992951293535,0.24616733314254746,-0.23406425778039938,0.42607036780998475,0.38155651023772014,0.3776612641161138,-0.04020064180574515,0.2928703166625756,0.46572989483427474,0.43556183426981354,0.04336640690753906,0.09635253526099165,-0.07719987887536456,-0.02599490110899574,0.0029132609870098423,-0.01662434955435075,0.03620321659125504,0.0751727283202708,0.06015446482579428,0.07408291880833867,0.016347878205301748,-0.012431595475958871,0.0417493984305332,0.006420514563744221,0.006301268959048189,-0.07037350328309094,-0.04622723979386332,-0.006135746151569763,0.044064125497671476
