,nr. sessions,nr. rest days,total kms,max km one day,total km Z3-Z4-Z5-T1-T2,"nr. tough sessions (effort in Z5, T1 or T2)",nr. days with interval session,total km Z3-4,max km Z3-4 one day,total km Z5-T1-T2,max km Z5-T1-T2 one day,total hours alternative training,nr. strength trainings,avg exertion,min exertion,max exertion,avg training success,min training success,max training success,avg recovery,min recovery,max recovery,nr. sessions.1,nr. rest days.1,total kms.1,max km one day.1,total km Z3-Z4-Z5-T1-T2.1,"nr. tough sessions (effort in Z5, T1 or T2).1",nr. days with interval session.1,total km Z3-4.1,max km Z3-4 one day.1,total km Z5-T1-T2.1,max km Z5-T1-T2 one day.1,total hours alternative training.1,nr. strength trainings.1,avg exertion.1,min exertion.1,max exertion.1,avg training success.1,min training success.1,max training success.1,avg recovery.1,min recovery.1,max recovery.1,nr. sessions.2,nr. rest days.2,total kms.2,max km one day.2,total km Z3-Z4-Z5-T1-T2.2,"nr. tough sessions (effort in Z5, T1 or T2).2",nr. days with interval session.2,total km Z3-4.2,max km Z3-4 one day.2,total km Z5-T1-T2.2,max km Z5-T1-T2 one day.2,total hours alternative training.2,nr. strength trainings.2,avg exertion.2,min exertion.2,max exertion.2,avg training success.2,min training success.2,max training success.2,avg recovery.2,min recovery.2,max recovery.2,Athlete ID,injury,rel total kms week 0_1,rel total kms week 0_2,rel total kms week 1_2,Date
max km Z3-4 one day.1,0.25299518972191026,-0.24211037214105413,0.4356633021825721,0.4025337796565362,0.41076569877972213,0.03899991638576474,0.32109789991015236,0.43167577022042014,0.42464851579490936,0.12483682962512696,0.1756275973226178,-0.09770529622560382,-0.016054662934242805,0.02908027078947565,-0.005498480938629625,0.06292983904270756,0.07545356192412632,0.049129368355127885,0.07955633532142084,0.03917385850132223,0.003916160382405008,0.06866911865789702,0.32320563507152555,-0.3137617776560678,0.5386275650818659,0.5195791098537629,0.7199667058335153,-0.05729085653347659,0.4824551837291769,0.9164319993717536,1.0,0.016603422200332736,0.1000857515936191,-0.10615605316406782,0.008542636609874693,0.052691377966973575,0.020874938423527566,0.08258211417360309,0.08617191842078387,0.060296815586168846,0.09016419363775546,0.04787306450914377,0.01234207763265081,0.07574238943446948,0.2597265621365728,-0.2519532178434858,0.4397822954827076,0.3921531796077859,0.3876788867782134,0.008636030693408616,0.3051699775037168,0.4419167887335672,0.4288073926866287,0.08956027679613522,0.1428742765213274,-0.08422734535981788,-0.020137510017351767,0.017796718848189258,-0.008667687430905947,0.05164053367875421,0.07916467206605737,0.06118444344067185,0.07979625233959929,0.03733572141978649,0.006903119314124686,0.0592488049872985,0.0003652354722484758,0.006762738952476111,-0.07618225746536414,-0.045625100079359736,-0.004747728973725243,0.05360262319188039
total km Z5-T1-T2.1,0.2707677849015239,-0.2697646568234986,0.38487558780054676,0.3332580214885365,0.37070140522451067,0.48070437408086636,0.3687198619825356,0.04295342754291629,0.09025940305045281,0.5271192156307976,0.5021987758723196,-0.1257873017696073,0.05420495456171138,0.0870093910387704,0.053643746619502476,0.10052881035131532,0.034180180931019835,0.018651129759642622,0.03543420641843256,0.09480804074283518,0.08437364092872865,0.09130867574293329,0.35901899411445476,-0.35364313418990573,0.4641570623148803,0.3865333691735503,0.5818962371259049,0.7994044241644694,0.5572811075365399,-0.054838473826501075,0.016603422200332736,1.0,0.926668079569968,-0.13139798118265533,0.09492464621809973,0.12615740921196048,0.06264581599302102,0.13953757589017537,0.04165466114927799,0.017733977958506255,0.04622200383195625,0.10101794633189656,0.07481339069695296,0.1107462517829376,0.3182552269089798,-0.3103123670454111,0.40966345425860223,0.33594133716411534,0.39257902048014814,0.47283859740493683,0.3921771851874752,0.07552343351776862,0.12581332285336697,0.5386132645019859,0.5264020133723565,-0.11345379630558279,0.07451179730167799,0.08610053678707509,0.048679690532297086,0.09727456740397275,0.03743490532123858,0.022406663014800494,0.038170683360921734,0.09377487486419356,0.08039064912381906,0.0940973829608449,-0.06286805104165956,0.014878362716495144,-0.07354924456973656,-0.06547700653900038,-0.037320574785860726,-0.02537592805243334
max km Z5-T1-T2 one day.1,0.2857459964224945,-0.2835354734042833,0.41967164174188964,0.36306772384629654,0.40039229501273954,0.4624502660470865,0.383558286606032,0.0931327648785894,0.14087840941413804,0.5129802387682091,0.5067317548543899,-0.12994788991372078,0.04474606895222802,0.10213924796207281,0.060859134557799066,0.11656513891720006,0.05072710645552711,0.030040638623932015,0.05251980324370321,0.10642533148334064,0.09026262804254374,0.1057087731095772,0.359765843967313,-0.3596180480569725,0.4923577062672413,0.4269416824606975,0.5964458696730469,0.7028981406032403,0.5314511817029227,0.02322422653998537,0.1000857515936191,0.926668079569968,1.0,-0.1410987049342487,0.07732744257848888,0.1380158197797534,0.06850528530569996,0.15742900736484267,0.05973330491732042,0.03221202038759886,0.06497731739971707,0.11408029071856028,0.0848079869803666,0.1238585042619927,0.3317928106378965,-0.326291024723185,0.44705412022830654,0.3694825997908982,0.42352715741536356,0.45481453379515374,0.4123449186170319,0.12901376780873544,0.1791812229951914,0.5232605145592034,0.5297938159278542,-0.11959896133419079,0.06410438719436012,0.10357602838314,0.05824292072035687,0.11556536207265847,0.05549582871242418,0.0377265227359411,0.056564085976516236,0.10868801576375538,0.08930530803181214,0.10920190635300578,-0.06558377086059755,0.01300925155652562,-0.07997816643817697,-0.07174452385098634,-0.04205223320176737,-0.006061598602535217
total hours alternative training.1,0.14289844154472073,-0.08628799087081988,-0.18502644616305935,-0.1502862934920086,-0.14731331408657727,-0.15945058737164539,-0.1895456071751958,-0.08124091820752244,-0.08923096995583638,-0.10987398522770417,-0.11261704951377252,0.6403357271728626,0.13709370972248783,0.08707224241049545,0.06853869927100964,0.06766464460332912,0.07074785377401355,0.07520265336471949,0.06660521836119572,0.06668938972288438,0.06485290896522157,0.052415315922426146,0.2365453787940686,-0.17264920622443433,-0.21382157192711296,-0.17618478249444994,-0.17399774543434346,-0.18072716628613134,-0.22252110957763627,-0.0969757850962705,-0.10615605316406782,-0.13139798118265533,-0.1410987049342487,1.0,0.14283356899126481,0.10518868246409593,0.08960049884680397,0.08517653415821502,0.08614045460513148,0.09446704623768086,0.07867484770211423,0.07532722128458141,0.06930691113428626,0.059859909122488425,0.1264824636827127,-0.086747382004066,-0.20487106416449893,-0.1775118612809027,-0.17451946479952252,-0.1681351728856357,-0.21702347709920533,-0.10085279061275976,-0.10369077300331629,-0.12948265068253248,-0.13585373453364236,0.6323375625793146,0.12867122218755866,0.0797264277554518,0.07266929542027316,0.05915385796062039,0.07562479921152454,0.08679960014718005,0.068728595490291,0.05711532502841432,0.05905011019269354,0.03855729774268538,-0.035241508821063236,-0.005622044490064859,0.03239722458994295,0.03326475572587414,0.010934740585010913,0.08165695661672163
nr. strength trainings.1,0.28530136223712044,-0.25278603503451397,-0.005487582194602684,0.004273597994555577,0.03878183563087596,0.07442644347606585,0.043562126115294426,-0.020442245239279642,-0.01317403336840783,0.07736629009894423,0.06853201489942741,0.12793229782439694,0.6377424329369705,0.21411097762748849,0.11762753135630591,0.23001747389572633,0.23268444317104264,0.18971073880912645,0.23873048818379172,0.11930432720268148,0.060730760949707245,0.15705356789735375,0.40971672488252014,-0.3585982939474178,0.023299359481687515,0.016347257849686835,0.06987438207171665,0.07151212531923754,0.06561760213626876,0.00941092269208567,0.008542636609874693,0.09492464621809973,0.07732744257848888,0.14283356899126481,1.0,0.23668315047725189,0.13468686308301453,0.24479713093838332,0.24181259637326677,0.19408704450815734,0.24913843192014268,0.12849261063528644,0.0522342621376001,0.17275070442213283,0.2678536186884413,-0.24047026491037005,-0.021592014327615705,-0.015310157057013512,0.0210162742070018,0.026625089260957507,0.011759436820478732,-0.01571260114237049,-0.016666880499836712,0.04987898218243621,0.041124854652829,0.13246294195038885,0.6378288991468949,0.2056105968344829,0.11832767313211413,0.21718476958927496,0.23032071399232745,0.1963218096121651,0.23269855278414617,0.11170885878484829,0.054307453489816956,0.13909374673503688,0.06658247091984296,0.02977252139595596,-0.04831176499938547,-0.03358368089944731,-0.03200969153820343,0.0851461048032246
avg exertion.1,0.20776846173403904,-0.2606579059939402,0.02675969728527651,0.05769474681483586,0.05221676473164289,0.13238874539594825,0.10288309974226785,0.005528685784408567,0.019995398204714774,0.08390707862787762,0.0977189736634279,0.07572440287374699,0.2110529866767511,0.8574250465001814,0.649486653378817,0.8142607638578226,0.6701630882499897,0.559359330279405,0.6976366543879983,0.6730399470278174,0.5147069515055733,0.6821873429719062,0.25496725460423253,-0.30211245281541155,0.05436937931083756,0.08963857851319007,0.10698438496677502,0.17039903056295086,0.15671161260272176,0.041516820829613915,0.052691377966973575,0.12615740921196048,0.1380158197797534,0.10518868246409593,0.23668315047725189,1.0,0.79350299148953,0.9172743019321903,0.6998931805084913,0.5810028943507026,0.731785129252588,0.7341576076194087,0.5703107269682376,0.7382266220490837,0.22460770288785897,-0.27648607894387256,0.03176138282345399,0.06059001245002355,0.06028198740489718,0.1241548629580499,0.10470890841176485,0.018488612846969302,0.03099845379369243,0.08544952859314431,0.10027268681055222,0.09150665999830918,0.21542716380219024,0.8568634640885536,0.6460600206826241,0.8116555294093123,0.6760949240801892,0.5678267263833725,0.7012214153324772,0.6631148056007452,0.5018040458019231,0.6759967591063109,0.34549647044620424,0.04339707228923078,-0.09255575595161938,-0.0434995894462188,-0.01881203545462482,0.5964847046918086
min exertion.1,0.11429241111049104,-0.15627727860459956,-0.015245321807217516,0.007369841857277577,0.013606910362715916,0.07641951245617758,0.0612445288744359,-0.015358272680378114,-0.007842909784422843,0.04757153697872679,0.055099553184883805,0.06810221885109678,0.12092506638113386,0.6494073480418424,0.6595371311672147,0.5158315763361072,0.398750643310896,0.3704011537086277,0.40167830305456703,0.5599413795504845,0.5313642571255323,0.4783566162142455,0.11450236191031408,-0.13682371631865373,-0.003232340560310403,0.030217542364384686,0.04747912655347763,0.08134436456325148,0.08505371713689706,0.015338889115308792,0.020874938423527566,0.06264581599302102,0.06850528530569996,0.08960049884680397,0.13468686308301453,0.79350299148953,1.0,0.5595837918759895,0.4246613219185513,0.41999596373759174,0.4179193648883914,0.6331713982601171,0.6400424491469796,0.5211979852224559,0.12028337429449913,-0.16057144236839294,-0.01471346241842497,0.010956300662353877,0.01847658307662937,0.07396737928723301,0.05852505329725781,-0.01116815914079057,-0.00623492845596136,0.05282322241737902,0.05974508951987468,0.07368910177796124,0.1191297649283438,0.6479999094086507,0.6566707220743886,0.5128889295555421,0.4020434466340477,0.3726984888222018,0.4031506302886558,0.5515178657393177,0.5186660880229007,0.47448588155569704,0.22831693360450786,0.02543773513759609,-0.05317431526233216,-0.019362309542935274,-0.007864188405881713,0.4073140808241511
max exertion.1,0.2414724173367165,-0.29317410006725275,0.08050562557716741,0.10866779763427195,0.08578325193570899,0.1401593729686738,0.12249901326173714,0.03961429784768216,0.05473212499999455,0.09505489971556375,0.10902387347605468,0.055283526993336524,0.22483761551690795,0.811845972870235,0.514811149919735,0.8496780716245518,0.7445283111813336,0.6014846757402832,0.7799020437475825,0.6193093800465316,0.4125202138589505,0.6857693498939283,0.3078308878889675,-0.36851264968903374,0.11178112519473687,0.1394941881046796,0.13527117848779352,0.18334889799966345,0.17423857813902968,0.06777881353787188,0.08258211417360309,0.13953757589017537,0.15742900736484267,0.08517653415821502,0.24479713093838332,0.9172743019321903,0.5595837918759895,1.0,0.7743418500823831,0.6066102254749443,0.82202598808647,0.6645132516710781,0.4383349585497868,0.7412226992831069,0.26184707318142136,-0.31369618876574407,0.08839487693390541,0.11068335819444715,0.09531253789444545,0.13602594790727887,0.12981110649679728,0.05223749386150409,0.0651706782863814,0.10024306067557807,0.11647813640363676,0.07172078412861356,0.2297260814456903,0.8125176672012091,0.5113569417691576,0.848636161137945,0.7520634819327441,0.6139249196568378,0.7852224647983715,0.6129303652118098,0.405908475493662,0.6801345200095719,0.3809032553172739,0.04563634535339451,-0.1035734270278895,-0.05154782388367228,-0.021609844502822627,0.6297618417957437
avg training success.1,0.2046213944497081,-0.24267400400925473,0.067997041867824,0.10319505059423469,0.06406421542760575,0.013236846928215027,0.03432623455165599,0.07631590171165646,0.08015368633232567,0.03409510805540382,0.04972241988402089,0.07319582302797653,0.23483154053020544,0.6788021259783991,0.4055185986727884,0.7548261018184963,0.9330704383485651,0.8226672756666358,0.9304449957902255,0.46346220049777354,0.26286217432771963,0.5664750059478103,0.2300990605096997,-0.27596210851443903,0.07969815164849732,0.122887880207098,0.07092194174312237,0.013152963240391653,0.036141124990401695,0.08101364983101347,0.08617191842078387,0.04165466114927799,0.05973330491732042,0.08614045460513148,0.24181259637326677,0.6998931805084913,0.4246613219185513,0.7743418500823831,1.0,0.9190879369039674,0.9808104708442749,0.4737692681444347,0.2822201302796357,0.5698640482408219,0.1948784406810709,-0.23297851051628432,0.061136780977973086,0.09530860030039143,0.05462508977200284,-0.0024965909038687584,0.018517955689923354,0.07451777531293816,0.08206893777023903,0.027626177313485815,0.0436306520065163,0.07450772180746565,0.22813358841079295,0.668694056987421,0.3965504497197063,0.7418393108117217,0.932778580923881,0.8277300732023638,0.928480224161611,0.45159076719611463,0.25272173171108014,0.552473231228614,0.45320757143769846,0.033338879994422733,-0.08483494863156264,-0.03379799046931161,-0.010549857445946036,0.7064635998207682
min training success.1,0.16852975519068106,-0.1965125625976964,0.03487222308979516,0.06000603952377625,0.04255890926684762,-0.011771200074537804,0.007825797841766673,0.06293750948465829,0.06371681740771128,0.018005089906510393,0.032570249993491306,0.08497533414202042,0.19816507814368844,0.5706900310024381,0.37513732503830743,0.6173674941126418,0.8280435837974046,0.7699855065864036,0.8042899112722866,0.3755105910664652,0.23573633349278433,0.4417583010962616,0.16997569500827808,-0.195630903374528,0.03664557279687815,0.07542659980179903,0.035378360680155894,-0.025067506243456522,-0.011591123128382194,0.055469497479905164,0.060296815586168846,0.017733977958506255,0.03221202038759886,0.09446704623768086,0.19408704450815734,0.5810028943507026,0.41999596373759174,0.6066102254749443,0.9190879369039674,1.0,0.8458982818849556,0.366325969945136,0.2767351804608087,0.396611920619683,0.1488457245031792,-0.17479045880066474,0.02389726168920602,0.05016477287263905,0.023819331436951866,-0.029769717575069327,-0.018853526394630275,0.04974023955418718,0.05585099408598814,0.010002251577393477,0.02112762695922117,0.07933672355776836,0.18423195895096472,0.5600641694659699,0.3701426062620101,0.6015323691931207,0.8240474039914155,0.7696180979387343,0.7995728411592016,0.3598881087026537,0.2250316638244186,0.4206370929587822,0.38659187876416706,0.02419460731250856,-0.06548945642554016,-0.019862517972752923,-0.004324998676040744,0.6113404679323746
max training success.1,0.20774894745389716,-0.24882956917311128,0.0727405282391482,0.11287392289994302,0.06485343137392917,0.020805642610126542,0.04059813156970357,0.07561610445303688,0.08096875422075539,0.035289812979634246,0.05094604478257768,0.06571248067297392,0.23823084666235195,0.7037847515181058,0.4073833714115491,0.7877074614579899,0.9287970673147191,0.7979057470698402,0.9413687589736511,0.5004406060434067,0.2786567688678214,0.6120951561188764,0.2418029672639683,-0.29489671886017155,0.08803076468810916,0.13423549454347933,0.07737605616397138,0.026803608400052904,0.051200026394567576,0.08453482321021402,0.09016419363775546,0.04622200383195625,0.06497731739971707,0.07867484770211423,0.24913843192014268,0.731785129252588,0.4179193648883914,0.82202598808647,0.9808104708442749,0.8458982818849556,1.0,0.5225946855628665,0.29015209327536573,0.6381372071459334,0.20345198115938365,-0.2459102996830915,0.06806427343862596,0.10568560418345889,0.05977782408913549,0.008063667140363025,0.03049872666466326,0.07742953534638555,0.08533608462863464,0.030845623365898432,0.04732320558263166,0.06991200329383357,0.2346294100516949,0.6964293059239802,0.3989518338654881,0.7776031233781112,0.93011772516964,0.8038571592018069,0.9409815544713445,0.4922507521012877,0.270443062143336,0.6026610560394785,0.46491339920233105,0.035923484099355855,-0.08982155334352727,-0.03758711771288825,-0.011433311161372054,0.7236344969722469
avg recovery.1,0.19928193864485733,-0.2552340247923961,0.08083749899106868,0.10916528524088355,0.0660756513766061,0.1255101288611988,0.1069149947726461,0.017422141982298717,0.036437110871024865,0.09353397186613079,0.10526354533547816,0.05430238997434466,0.11780721486323939,0.6669579178090195,0.556728437586047,0.6172701990056236,0.4557885536346382,0.3640018863717812,0.4966017240447181,0.829129530706787,0.7402206443342073,0.7395823971582114,0.22692193822433313,-0.29101390177232367,0.09055448672150672,0.12531641511865763,0.0776711675556709,0.13110380874337593,0.11752561415429824,0.02756208074243445,0.04787306450914377,0.10101794633189656,0.11408029071856028,0.07532722128458141,0.12849261063528644,0.7341576076194087,0.6331713982601171,0.6645132516710781,0.4737692681444347,0.366325969945136,0.5225946855628665,1.0,0.87795536369198,0.9066936392298723,0.20696955705456896,-0.26113884920302405,0.07677709018797066,0.10152859296139102,0.06831588521916028,0.12416242796785718,0.1048995532882534,0.01992506722443188,0.03892307664011451,0.09882393207360243,0.1105959313912885,0.07136164938096229,0.12063977423253643,0.6706432742623762,0.5517191850350075,0.6176491549266013,0.45926931639957247,0.3709565220874802,0.4959433521330462,0.8277414523236136,0.7305047200568259,0.7432904924822136,0.29620483942596215,0.03057344665994329,-0.10060104629587778,-0.037450224406388545,-0.011118356814365257,0.5088712026238205
min recovery.1,0.14650321585956633,-0.19372153650075902,0.04243318303863905,0.05661543505050738,0.03706357800965087,0.10745830469261465,0.08378782879688859,-0.010949461483797128,0.00711008865561761,0.0799655983267355,0.08730522089977519,0.054934349449198845,0.059628749126264216,0.5066862028557529,0.5235403735181585,0.41187725048689805,0.2586476473616721,0.2317292694509201,0.27640998253109883,0.7355151339993551,0.761427457199587,0.5671424668637504,0.14160442216942168,-0.1859566709593301,0.040106987902506996,0.06413065752771148,0.034285100706701814,0.09980619743538685,0.07555547050832453,-0.008560124481753452,0.01234207763265081,0.07481339069695296,0.0848079869803666,0.06930691113428626,0.0522342621376001,0.5703107269682376,0.6400424491469796,0.4383349585497868,0.2822201302796357,0.2767351804608087,0.29015209327536573,0.87795536369198,1.0,0.6502418402167968,0.14570174540487782,-0.1888219996454294,0.0380559144993143,0.05073792052267877,0.037181402203987926,0.10634271074544689,0.07684164789244873,-0.012831417568514877,0.00360889177673185,0.08581951497659931,0.09147280675453749,0.06855451712140521,0.059664279592340205,0.5098710080898,0.5247193313610797,0.40782020337038405,0.25675128348467574,0.22941387417429712,0.27252056850405904,0.7362093146110003,0.7553537033086007,0.5728670176892762,0.21708894301500734,0.016261518225876095,-0.07669538947475878,-0.01853686670317744,-0.001234497332757187,0.35805296881966864
max recovery.1,0.21272552160931385,-0.26848265244471137,0.10346171321448189,0.13695059234119789,0.08564065217919983,0.12390801418185227,0.11605383797473652,0.042465428371954134,0.057586037320473016,0.09304704270736365,0.10394079035205875,0.0382598305498263,0.14727729193151917,0.6808059919062323,0.48063179560011277,0.6849066294950777,0.5561934542750822,0.4234579659432262,0.6066723128115946,0.7439803427736171,0.5758346287257082,0.7467643370930345,0.26488022945874723,-0.3368954120350266,0.12503013728025383,0.15849141540572498,0.11159042623643725,0.13636717389896516,0.1412245837709615,0.061646992951293535,0.07574238943446948,0.1107462517829376,0.1238585042619927,0.059859909122488425,0.17275070442213283,0.7382266220490837,0.5211979852224559,0.7412226992831069,0.5698640482408219,0.396611920619683,0.6381372071459334,0.9066936392298723,0.6502418402167968,1.0,0.2277913203564002,-0.2822102712499724,0.10012990614991907,0.12964533516179505,0.09232959173108932,0.11840342451034548,0.11803295882960214,0.052288335737067,0.06888761026103653,0.09552267724485224,0.1100100866587111,0.057060334661659565,0.15906231126725165,0.6816308931160845,0.47164092856528345,0.6854542999155561,0.5635513005707952,0.43922871862437646,0.6084882064182997,0.7402733050311481,0.5650130943775412,0.7469804348265269,0.32672152397342674,0.036538740412300395,-0.10279539888042782,-0.04730212949827277,-0.01761854415343011,0.555776138544799
nr. sessions.2,0.5655281900921163,-0.5314657288080041,0.45230192929062724,0.40638176632274897,0.35735791573869746,0.2924191849868138,0.3682180020945527,0.21566869784463197,0.23320256068803322,0.2829520565937529,0.2945356155898233,0.08438477617298086,0.2139242422975573,0.1914169018694215,0.10132755603364496,0.2287392281905097,0.1683496505666043,0.12230080615860396,0.17703765303174837,0.179801984501877,0.127152253509442,0.199298050634577,0.677620483595783,-0.6249018923570019,0.511923022755254,0.4582693359486126,0.402017710951437,0.3104066767593811,0.41069879917238616,0.24616733314254746,0.2597265621365728,0.3182552269089798,0.3317928106378965,0.1264824636827127,0.2678536186884413,0.22460770288785897,0.12028337429449913,0.26184707318142136,0.1948784406810709,0.1488457245031792,0.20345198115938365,0.20696955705456896,0.14570174540487782,0.2277913203564002,1.0,-0.9055691081350041,0.6558239371532845,0.5290753867887071,0.4951050005525603,0.34922209896188283,0.5077010061566661,0.32802614132084934,0.32316828292784283,0.3654596676333434,0.36905798010950625,0.23005622671420167,0.40656458639592136,0.254352879670059,0.1122706668750687,0.3068322917478525,0.2276448726909436,0.1668249077524472,0.23974960299654943,0.22784065176905555,0.14126106797802107,0.2664194685649109,-0.02822004160614967,0.012100927240306389,-0.10305215526649218,-0.20741566989192653,-0.1718355605488076,0.06357517546765219
nr. rest days.2,-0.5303316891219859,0.5583007394875935,-0.42109371890739794,-0.38700548536755436,-0.3464622532845237,-0.31029941937869543,-0.39236054515613317,-0.20293620409383414,-0.22045778301906602,-0.2776794468452878,-0.28589383583290157,-0.04993551312959271,-0.19288276666359197,-0.24002385352523112,-0.14403397477285185,-0.2722425867410979,-0.2022844842286045,-0.1490566389325383,-0.21384568431166417,-0.2272385351140735,-0.16614320928544585,-0.24654068669836193,-0.6280205654749987,0.6658418941978316,-0.470813325255516,-0.43446440432186456,-0.3899997520581322,-0.33013096036264067,-0.4337581061711491,-0.23406425778039938,-0.2519532178434858,-0.3103123670454111,-0.326291024723185,-0.086747382004066,-0.24047026491037005,-0.27648607894387256,-0.16057144236839294,-0.31369618876574407,-0.23297851051628432,-0.17479045880066474,-0.2459102996830915,-0.26113884920302405,-0.1888219996454294,-0.2822102712499724,-0.9055691081350041,1.0,-0.5993181086371009,-0.4887354551851624,-0.47886259877647375,-0.37733073937198247,-0.5360576853751564,-0.31101288279076406,-0.31513181106863253,-0.3562711744861041,-0.36588691960947706,-0.16936611861455128,-0.35475416009564203,-0.30105784607233954,-0.13294092111126868,-0.36847309120188915,-0.2743968937062187,-0.19299593684439414,-0.29390864730573574,-0.2922488211034998,-0.18497403047097674,-0.3388646991409317,0.003308827843257135,-0.014604851192875776,0.11257305399850509,0.24065189164723078,0.19852177104815794,-0.09473964851676588
total kms.2,0.42483839783461536,-0.39684145344827565,0.7462997657555888,0.6867316022249779,0.5455426424037758,0.301040155944309,0.45390941192843015,0.38546882523372117,0.40250635227796,0.3756930495508697,0.4066017635769686,-0.19086815847950947,-0.04902692374917076,0.013690620097195193,-0.026786094205817724,0.07093621073785034,0.049140982798010706,0.013132565392356594,0.05540083553011059,0.059606159374894316,0.022857165219364727,0.08507171374966827,0.4912409227836714,-0.45065658837741074,0.8127673655044422,0.7395079609515355,0.5966875143961782,0.3200850525295918,0.5020204883768276,0.42607036780998475,0.4397822954827076,0.40966345425860223,0.44705412022830654,-0.20487106416449893,-0.021592014327615705,0.03176138282345399,-0.01471346241842497,0.08839487693390541,0.061136780977973086,0.02389726168920602,0.06806427343862596,0.07677709018797066,0.0380559144993143,0.10012990614991907,0.6558239371532845,-0.5993181086371009,1.0,0.8684431941013212,0.7339155702340185,0.35600677619240734,0.6149639165545713,0.548339191064692,0.5419869869693109,0.4700962907590546,0.5014833093607654,-0.2114919220688913,0.023340829600449337,0.05247203237755025,-0.004188356768275272,0.10949008621282935,0.07928234101698312,0.036611805502487646,0.0870144697339643,0.09017748027561906,0.038754930199093804,0.12519629273338878,-0.07289048440993615,-0.0035212914053410617,-0.07855605095927849,-0.17138891996997213,-0.13621225747723273,-0.03299171796151232
max km one day.2,0.368718740608389,-0.35565069127796467,0.6664300851734385,0.6928813348633414,0.4897427107762819,0.2517577004912446,0.40632866176137,0.3509051247308878,0.3613291288230854,0.31806684912918615,0.34424714629907505,-0.1662036865071819,-0.03993228013511568,0.04446399737652028,-0.0003725964358006045,0.09502459287672001,0.08269771640109864,0.0387042296459247,0.09295873671549292,0.08414598286635576,0.036142909739271145,0.1138472500470272,0.4246603587358755,-0.40169990760633445,0.7171432181264901,0.7385590660043706,0.5266383319562193,0.26063023561893633,0.4371786233662366,0.38155651023772014,0.3921531796077859,0.33594133716411534,0.3694825997908982,-0.1775118612809027,-0.015310157057013512,0.06059001245002355,0.010956300662353877,0.11068335819444715,0.09530860030039143,0.05016477287263905,0.10568560418345889,0.10152859296139102,0.05073792052267877,0.12964533516179505,0.5290753867887071,-0.4887354551851624,0.8684431941013212,1.0,0.6594987083869651,0.27927929338486895,0.5068564890894928,0.4927308434652312,0.5185584357283745,0.3850022808270131,0.4247385374333864,-0.1613137897203145,0.0178517597667434,0.08487560686043834,0.027198442439397164,0.13368772331274864,0.12066500058070444,0.07419183626483732,0.1313519274305884,0.12482857890889879,0.06290322337806192,0.15828112574976258,-0.039815486982506434,0.0011609295255969932,-0.06893597815830099,-0.19691142329987465,-0.15649639822482728,-0.017481399435661557
total km Z3-Z4-Z5-T1-T2.2,0.32535724611895206,-0.3141000533813124,0.5297368343679737,0.4944675156113081,0.5244193006789021,0.3014945788623149,0.4364395213209226,0.33342180288370105,0.3486536382525199,0.36753820122297937,0.3903413705422924,-0.16137430826605356,-0.004433536837225248,0.04827830586081364,0.004834536765704443,0.08833371190745097,0.04666241372653309,0.01649923755694099,0.05136053838582834,0.051286700211156125,0.019617076926653598,0.07712822624937346,0.36796353756376604,-0.3550742369278771,0.5822840152069667,0.5282931233037337,0.5713907089726098,0.3060606544676455,0.4752993668058832,0.3776612641161138,0.3876788867782134,0.39257902048014814,0.42352715741536356,-0.17451946479952252,0.0210162742070018,0.06028198740489718,0.01847658307662937,0.09531253789444545,0.05462508977200284,0.023819331436951866,0.05977782408913549,0.06831588521916028,0.037181402203987926,0.09232959173108932,0.4951050005525603,-0.47886259877647375,0.7339155702340185,0.6594987083869651,1.0,0.4134991761314471,0.7614412289705639,0.7374447805045763,0.7182632037905131,0.5818488923253197,0.5977438586307027,-0.16956587832202993,0.06639021027264601,0.10462449874256553,0.04554122005929017,0.13177199248746654,0.0699741511787694,0.03517973337788955,0.07590039485870137,0.0774391321896384,0.03460174012484694,0.11168428274396668,-0.05946684652450183,0.005765866895127102,-0.0537477969829328,-0.13573509113380017,-0.10787618791945806,-0.007922238962972233
"nr. tough sessions (effort in Z5, T1 or T2).2",0.19848719705121415,-0.2282443200165969,0.24206771603067748,0.21315740921889745,0.23591654848839497,0.5538432496384037,0.38744922429517153,-0.04837862789285313,-0.00335602195734616,0.4171801955047057,0.3906930274278464,-0.14890302662902574,-0.007565197649640236,0.10658759078825794,0.0667194664552963,0.11652576466714426,-0.008847086221357308,-0.03035282023129996,-0.0019560364212060193,0.10492155890247028,0.09626167048472084,0.09565952546469209,0.24623493385446102,-0.2748942385189357,0.282278565710683,0.24809025788589728,0.27364612235906566,0.6019942902247428,0.4350657719888327,-0.04020064180574515,0.008636030693408616,0.47283859740493683,0.45481453379515374,-0.1681351728856357,0.026625089260957507,0.1241548629580499,0.07396737928723301,0.13602594790727887,-0.0024965909038687584,-0.029769717575069327,0.008063667140363025,0.12416242796785718,0.10634271074544689,0.11840342451034548,0.34922209896188283,-0.37733073937198247,0.35600677619240734,0.27927929338486895,0.4134991761314471,1.0,0.6832930253644505,-0.11996529768273081,-0.050380622390914544,0.8049842300461515,0.7140513167886549,-0.18394287041641383,0.06999865489342941,0.16560344447812925,0.07895017965242876,0.17822808489906203,0.008477567141662617,-0.026432845196638254,0.02143671080730599,0.1298866169112991,0.09947334762035785,0.13542056979503558,-0.06856094804109553,0.0085530066146725,-0.05685594498549208,-0.11456040427413054,-0.09104748948684231,-0.05794368306583055
